"gene_id","marker_symbol","ensembl_id","feature_types","biotypes"
"MGI:2136018","Wnt16","ENSMUSG00000029671","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:98954","Wnt2","ENSMUSG00000010797","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:98959","Wnt5b","ENSMUSG00000030170","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:98961","Wnt7a","ENSMUSG00000030093","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:103557","Xpc","ENSMUSG00000030094","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2137670","Ybx3","ENSMUSG00000030189","protein coding gene","protein-coding|protein_coding"
"MGI:1926031","Zc3hav1","ENSMUSG00000029826","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2443387","Zc3hav1l","ENSMUSG00000047749","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1916023","Zc3hc1","ENSMUSG00000039130","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1914742","Zfand4","ENSMUSG00000042213","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1203484","Zfml","ENSMUSG00000030016","protein coding gene","protein-coding|protein_coding"
"MGI:2682609","Zfp212","ENSMUSG00000052763","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1306812","Zfp239","ENSMUSG00000042097","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1919970","Zfp248","ENSMUSG00000030145","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2141413","Zfp282","ENSMUSG00000025821","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2443203","Zfp384","ENSMUSG00000038346","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1917856","Zfp398","ENSMUSG00000062519","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1914505","Zfp422","ENSMUSG00000059878","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1916160","Zfp467","ENSMUSG00000068551","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2448537","Zfp637","ENSMUSG00000059689","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1916478","Zfp746","ENSMUSG00000057691","protein coding gene","protein-coding|protein_coding"
"MGI:2683557","Zfp775","ENSMUSG00000007216","protein coding gene","protein-coding|protein_coding"
"MGI:1919556","Zfp777","ENSMUSG00000071477","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3040704","Zfp783","ENSMUSG00000072653","protein coding gene","_unprocessed_pseudogene|miscRNA|pseudogene"
"MGI:3026883","Zfp786","ENSMUSG00000051499","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1889334","Zfp800","ENSMUSG00000039841","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:99210","Zfp9","ENSMUSG00000072623","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2141515","Zfp956","ENSMUSG00000045466","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1925537","Zfyve20","ENSMUSG00000014550","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1196246","Znrf2","ENSMUSG00000058446","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1933108","Zxdc","ENSMUSG00000034430","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:103072","Zyx","ENSMUSG00000029860","protein coding gene","protein-coding|protein_coding"
"MGI:1929274","1110004F10Rik","ENSMUSG00000030663","protein coding gene","NOVEL_protein_coding|protein-coding|protein_coding"
"MGI:1916142","1190003J15Rik","ENSMUSG00000025481","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1919494","1600014C10Rik","ENSMUSG00000054676","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1919250","1600016N20Rik","ENSMUSG00000025500","protein coding gene","protein-coding|protein_coding"
"MGI:1916568","1700007K09Rik","ENSMUSG00000030858","protein coding gene","protein-coding|protein_coding"
"MGI:1916599","1700008O03Rik","ENSMUSG00000008028","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1916583","1700010L04Rik","ENSMUSG00000030636","protein coding gene","KNOWN_protein_coding|protein_coding|unknown"
"MGI:1922779","1700015G11Rik","ENSMUSG00000094445","protein coding gene","protein-coding|protein_coding"
"MGI:1922806","1700026D08Rik","ENSMUSG00000011154","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1923963","1700039E15Rik","ENSMUSG00000070568","protein coding gene","NOVEL_protein_coding|protein-coding|protein_coding"
"MGI:1920680","1700049G17Rik","ENSMUSG00000070709","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1923863","1700069B07Rik","ENSMUSG00000053081","protein coding gene","protein_coding"
"MGI:1919525","2200002D01Rik","ENSMUSG00000030587","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1916397","2200002J24Rik","ENSMUSG00000013083","protein coding gene","protein-coding|protein_coding"
"MGI:1924203","2210018M11Rik","ENSMUSG00000035401","protein coding gene","protein-coding|protein_coding"
"MGI:1924198","2310014L17Rik","ENSMUSG00000033967","protein coding gene","protein-coding|protein_coding"
"MGI:1913617","2310022A10Rik","ENSMUSG00000049643","protein coding gene","protein-coding|protein_coding"
"MGI:1915527","2310057M21Rik","ENSMUSG00000040177","protein coding gene","protein-coding|protein_coding"
"MGI:1914226","2410002F23Rik","ENSMUSG00000045411","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1919402","2610020H08Rik","ENSMUSG00000030924","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1922662","2610021A01Rik","ENSMUSG00000091474","protein coding gene","NOVEL_protein_coding|protein_coding|unknown"
"MGI:1917670","2610034B18Rik","ENSMUSG00000039043","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1919831","2700050L05Rik","ENSMUSG00000039990","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1924221","2810007J24Rik","ENSMUSG00000030378","protein coding gene","NOVEL_protein_coding|protein-coding|protein_coding"
"MGI:1920340","2900092C05Rik","ENSMUSG00000030385","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1914540","3110040N11Rik","ENSMUSG00000025102","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1921291","4632434I11Rik","ENSMUSG00000030641","protein coding gene","protein-coding|protein_coding"
"MGI:2685327","4930433I11Rik","ENSMUSG00000091692","protein coding gene","protein-coding|protein_coding"
"MGI:1925368","4930451I11Rik","ENSMUSG00000045989","protein coding gene","protein-coding|protein_coding"
"MGI:1923111","4930571K23Rik","ENSMUSG00000090457","protein coding gene","protein-coding|protein_coding"
"MGI:1921304","4931406B18Rik","ENSMUSG00000013353","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1924311","4931406P16Rik","ENSMUSG00000066571","protein coding gene","NOVEL_protein_coding|protein-coding|protein_coding"
"MGI:1918230","4931431F19Rik","ENSMUSG00000055643","protein coding gene","NOVEL_protein_coding|protein-coding|protein_coding"
"MGI:2149781","4932431P20Rik","ENSMUSG00000074224","protein coding gene","KNOWN_protein_coding|protein_coding|unknown"
"MGI:1914681","4933402N03Rik","ENSMUSG00000013668","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2142174","4933405O20Rik","ENSMUSG00000084234","protein coding gene","_processed_pseudogene|protein-coding|pseudogene"
"MGI:1918412","4933421I07Rik","ENSMUSG00000030463","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1921716","4933427G17Rik","ENSMUSG00000030877","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1918645","5430419D17Rik","ENSMUSG00000006204","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2443685","5830411N06Rik","ENSMUSG00000054672","protein coding gene","protein-coding|protein_coding"
"MGI:2447816","6330408A02Rik","ENSMUSG00000070814","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2685939","6430531B16Rik","ENSMUSG00000073795","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1918767","9030624J02Rik","ENSMUSG00000030982","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1926171","9130019O22Rik","ENSMUSG00000030823","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2442738","9130023H24Rik","ENSMUSG00000062944","protein coding gene","protein-coding|protein_coding"
"MGI:2444387","9330101J02Rik","ENSMUSG00000049571","protein coding gene","KNOWN_protein_coding|protein_coding"
"MGI:1924502","9430038I01Rik","ENSMUSG00000040139","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2442118","9530053A07Rik","ENSMUSG00000078776","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3036263","9830147E19Rik","ENSMUSG00000074158","protein coding gene","NOVEL_protein_coding|protein-coding|protein_coding"
"MGI:2443629","9930013L23Rik","ENSMUSG00000052353","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1913523","Aamdc","ENSMUSG00000035642","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2388708","Abca14","ENSMUSG00000062017","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2388709","Abca15","ENSMUSG00000054746","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2388711","Abca16","ENSMUSG00000051900","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1351634","Abcc6","ENSMUSG00000030834","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1352629","Abcc8","ENSMUSG00000040136","protein coding gene","protein-coding|protein_coding"
"MGI:1917428","Abhd17c","ENSMUSG00000038459","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1914344","Abhd2","ENSMUSG00000039202","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1914135","Acadsb","ENSMUSG00000030861","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:99602","Acan","ENSMUSG00000030607","protein coding gene","protein-coding|protein_coding"
"MGI:1913440","Acer3","ENSMUSG00000030760","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3644563","Acpt","ENSMUSG00000012777","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2152200","Acsm1","ENSMUSG00000033533","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2385289","Acsm2","ENSMUSG00000030945","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:99538","Acsm3","ENSMUSG00000030935","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2681844","Acsm4","ENSMUSG00000047026","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2444086","Acsm5","ENSMUSG00000030972","protein coding gene","protein-coding|protein_coding"
"MGI:1890773","Actn4","ENSMUSG00000054808","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:105378","Adam12","ENSMUSG00000054555","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:107825","Adam8","ENSMUSG00000025473","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3588195","Adamts17","ENSMUSG00000058145","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3028499","Adamtsl3","ENSMUSG00000070469","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1924139","Adck4","ENSMUSG00000003762","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:108058","Adm","ENSMUSG00000030790","protein coding gene","protein-coding|protein_coding"
"MGI:1915298","Aen","ENSMUSG00000030609","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3646469","Agbl1","ENSMUSG00000025754","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2141979","AI467606","ENSMUSG00000045165","protein coding gene","protein-coding|protein_coding"
"MGI:2142079","AI987944","ENSMUSG00000056383","protein coding gene","NOVEL_protein_coding|protein-coding|protein_coding"
"MGI:2676556","Akap13","ENSMUSG00000066406","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3041226","Akip1","ENSMUSG00000031023","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1914855","Akt1s1","ENSMUSG00000011096","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:104874","Akt2","ENSMUSG00000004056","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1916998","Aldh16a1","ENSMUSG00000007833","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1861722","Aldh1a3","ENSMUSG00000015134","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:87994","Aldoa","ENSMUSG00000030695","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2141959","Alg8","ENSMUSG00000035704","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2142037","Alkbh6","ENSMUSG00000042831","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2151224","Alpk3","ENSMUSG00000038763","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1096344","Ampd3","ENSMUSG00000005686","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1922680","Anapc15","ENSMUSG00000030649","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2444103","Ankrd27","ENSMUSG00000034867","protein coding gene","protein-coding|protein_coding"
"MGI:1921095","Ankrd42","ENSMUSG00000041343","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1919324","Anks4b","ENSMUSG00000030909","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2142149","Ano1","ENSMUSG00000031075","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3576659","Ano5","ENSMUSG00000055489","protein coding gene","protein-coding|protein_coding"
"MGI:1918595","Ano9","ENSMUSG00000054662","protein coding gene","protein-coding|protein_coding"
"MGI:5000466","Anpep","ENSMUSG00000039062","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:101921","Ap2a1","ENSMUSG00000060279","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:101920","Ap2a2","ENSMUSG00000002957","protein coding gene","protein-coding|protein_coding"
"MGI:2141861","Ap2s1","ENSMUSG00000008036","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1100869","Ap3b2","ENSMUSG00000062444","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1337060","Ap3s2","ENSMUSG00000063801","protein coding gene","protein-coding|protein_coding"
"MGI:1261791","Apba2","ENSMUSG00000030519","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:107765","Apbb1","ENSMUSG00000037032","protein coding gene","protein-coding|protein_coding"
"MGI:88046","Aplp1","ENSMUSG00000006651","protein coding gene","protein-coding|protein_coding"
"MGI:2176230","Apobr","ENSMUSG00000042759","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:88053","Apoc1","ENSMUSG00000040564","protein coding gene","protein-coding|protein_coding"
"MGI:88054","Apoc2","ENSMUSG00000002992","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:87878","Apoc4","ENSMUSG00000074336","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:88057","Apoe","ENSMUSG00000002985","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1913583","Aqp11","ENSMUSG00000042797","protein coding gene","protein-coding|protein_coding"
"MGI:1195271","Aqp8","ENSMUSG00000030762","protein coding gene","protein-coding|protein_coding"
"MGI:1916960","Arap1","ENSMUSG00000032812","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1924182","Arfip2","ENSMUSG00000030881","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1917747","Arhgap17","ENSMUSG00000030766","protein coding gene","protein-coding|protein_coding"
