"gene_id","marker_symbol","ensembl_id","feature_types","biotypes"
"MGI:1354757","Atp9b","ENSMUSG00000024566","protein coding gene","protein-coding|protein_coding"
"MGI:2147376","AW554918","ENSMUSG00000033632","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1928380","B4galt6","ENSMUSG00000056124","protein coding gene","protein-coding|protein_coding"
"MGI:1915260","Bambi","ENSMUSG00000024232","protein coding gene","protein-coding|protein_coding"
"MGI:3039614","BC031181","ENSMUSG00000036299","protein coding gene","protein-coding|protein_coding"
"MGI:108092","Bin1","ENSMUSG00000024381","protein coding gene","protein-coding|protein_coding"
"MGI:1925906","Brd8","ENSMUSG00000003778","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1924672","C330018D20Rik","ENSMUSG00000024592","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1927065","Cables1","ENSMUSG00000040957","protein coding gene","protein-coding|protein_coding"
"MGI:1918382","Cabyr","ENSMUSG00000024430","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:88256","Camk2a","ENSMUSG00000024617","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:88258","Camk4","ENSMUSG00000038128","protein coding gene","protein-coding|protein_coding"
"MGI:88282","Cbln2","ENSMUSG00000024647","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2445053","Ccbe1","ENSMUSG00000046318","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1921703","Ccdc11","ENSMUSG00000035394","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1918800","Ccdc112","ENSMUSG00000071855","protein coding gene","protein-coding|protein_coding"
"MGI:1918200","Ccdc178","ENSMUSG00000024306","protein coding gene","protein-coding|protein_coding"
"MGI:3612676","Ccdc68","ENSMUSG00000038903","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1915224","Ccny","ENSMUSG00000024286","protein coding gene","protein-coding|protein_coding"
"MGI:88318","Cd14","ENSMUSG00000051439","protein coding gene","protein-coding|protein_coding"
"MGI:3039602","Cd226","ENSMUSG00000034028","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:96534","Cd74","ENSMUSG00000024610","protein coding gene","protein-coding|protein_coding"
"MGI:1098815","Cdc23","ENSMUSG00000024370","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:88350","Cdc25c","ENSMUSG00000044201","protein coding gene","protein-coding|protein_coding"
"MGI:88355","Cdh2","ENSMUSG00000024304","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:105925","Cdo1","ENSMUSG00000033022","protein coding gene","protein-coding|protein_coding"
"MGI:88360","Cdx1","ENSMUSG00000024619","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1932407","Celf4","ENSMUSG00000024268","protein coding gene","protein-coding|protein_coding"
"MGI:2147298","Cep120","ENSMUSG00000048799","protein coding gene","protein-coding|protein_coding"
"MGI:1918049","Cep192","ENSMUSG00000024542","protein coding gene","protein-coding|protein_coding"
"MGI:1923401","Cep76","ENSMUSG00000073542","protein coding gene","protein-coding|protein_coding"
"MGI:1347086","Cetn1","ENSMUSG00000050996","protein coding gene","protein-coding|protein_coding"
"MGI:1918617","Chst9","ENSMUSG00000047161","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1926173","Chsy3","ENSMUSG00000058152","protein coding gene","protein-coding|protein_coding"
"MGI:1270845","Cidea","ENSMUSG00000024526","protein coding gene","protein-coding|protein_coding"
"MGI:2451097","Cndp1","ENSMUSG00000056162","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1913304","Cndp2","ENSMUSG00000024644","protein coding gene","protein-coding|protein_coding"
"MGI:2152907","Colec12","ENSMUSG00000036103","protein coding gene","protein-coding|protein_coding"
"MGI:1916706","Commd10","ENSMUSG00000042705","protein coding gene","protein-coding|protein_coding"
"MGI:2685803","Cplx4","ENSMUSG00000024519","protein coding gene","protein-coding|protein_coding"
"MGI:88495","Crem","ENSMUSG00000063889","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1339758","Csf1r","ENSMUSG00000024621","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1934950","Csnk1a1","ENSMUSG00000024576","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1917675","Csnk1g3","ENSMUSG00000073563","protein coding gene","protein-coding|protein_coding"
"MGI:1926953","Ctdp1","ENSMUSG00000033323","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2685518","Ctif","ENSMUSG00000052928","protein coding gene","protein-coding|protein_coding"
"MGI:88274","Ctnna1","ENSMUSG00000037815","protein coding gene","protein-coding|protein_coding"
"MGI:3642816","Ctxn3","ENSMUSG00000069372","protein coding gene","protein-coding|protein_coding"
"MGI:1918995","Cul2","ENSMUSG00000024231","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1921572","Cxxc1","ENSMUSG00000024560","protein coding gene","protein-coding|protein_coding"
"MGI:1914643","Cxxc5","ENSMUSG00000046668","protein coding gene","protein-coding|protein_coding"
"MGI:1926952","Cyb5","ENSMUSG00000024646","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1913310","Cystm1","ENSMUSG00000046727","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:94869","Dcc","ENSMUSG00000060534","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1917890","Dcp2","ENSMUSG00000024472","protein coding gene","protein-coding|protein_coding"
"MGI:1914915","Dctn4","ENSMUSG00000024603","protein coding gene","protein-coding|protein_coding"
"MGI:1194490","Diap1","ENSMUSG00000024456","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2443926","Dmxl1","ENSMUSG00000037416","protein coding gene","protein-coding|protein_coding"
"MGI:1923844","Dnajc18","ENSMUSG00000024350","protein coding gene","protein-coding|protein_coding"
"MGI:2447763","Dnd1","ENSMUSG00000044595","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3639495","Dok6","ENSMUSG00000073514","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1349762","Dpysl3","ENSMUSG00000024501","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:109173","Dsc1","ENSMUSG00000044322","protein coding gene","protein-coding|protein_coding"
"MGI:103221","Dsc2","ENSMUSG00000024331","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1194993","Dsc3","ENSMUSG00000059898","protein coding gene","protein-coding|protein_coding"
"MGI:94930","Dsg1a","ENSMUSG00000069441","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2664357","Dsg1b","ENSMUSG00000061928","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2664358","Dsg1c","ENSMUSG00000034774","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1196466","Dsg2","ENSMUSG00000044393","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:99499","Dsg3","ENSMUSG00000056632","protein coding gene","protein-coding|protein_coding"
"MGI:2661061","Dsg4","ENSMUSG00000001804","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:106039","Dtna","ENSMUSG00000024302","protein coding gene","protein-coding|protein_coding"
"MGI:1916107","Dtwd2","ENSMUSG00000024505","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1918480","Dym","ENSMUSG00000035765","protein coding gene","protein-coding|protein_coding"
"MGI:1922827","Dynap","ENSMUSG00000024512","protein coding gene","protein-coding|protein_coding"
"MGI:3687212","E230025N22Rik","ENSMUSG00000044719","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1915795","Ecscr","ENSMUSG00000073599","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:95295","Egr1","ENSMUSG00000038418","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:95298","Eif1a","ENSMUSG00000057561","protein coding gene","protein-coding|protein_coding"
"MGI:3704486","Eif3j2","ENSMUSG00000043424","protein coding gene","NOVEL_protein_coding|protein-coding|protein_coding"
"MGI:1270847","Eif4ebp3","ENSMUSG00000090264","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1890495","Elac1","ENSMUSG00000036941","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1889642","Elp2","ENSMUSG00000024271","protein coding gene","protein-coding|protein_coding"
"MGI:103007","Epb4.1l4a","ENSMUSG00000024376","protein coding gene","protein-coding|protein_coding"
"MGI:1278322","Epc1","ENSMUSG00000024240","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1918673","Epg5","ENSMUSG00000039840","protein coding gene","protein-coding|protein_coding"
"MGI:95414","Ercc3","ENSMUSG00000024382","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1925055","Esco1","ENSMUSG00000024293","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2385071","Etf1","ENSMUSG00000024360","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3588218","F830016B08Rik","ENSMUSG00000090942","protein coding gene","protein-coding|protein_coding"
"MGI:2447834","Fam13b","ENSMUSG00000036501","protein coding gene","protein-coding|protein_coding"
"MGI:2684939","Fam170a","ENSMUSG00000035420","protein coding gene","protein-coding|protein_coding"
"MGI:1914000","Fam210a","ENSMUSG00000038121","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1913556","Fam53c","ENSMUSG00000034300","protein coding gene","protein-coding|protein_coding"
"MGI:3041188","Fam69c","ENSMUSG00000047992","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:95490","Fbn2","ENSMUSG00000024598","protein coding gene","protein-coding|protein_coding"
"MGI:1354755","Fbxo15","ENSMUSG00000034391","protein coding gene","protein-coding|protein_coding"
"MGI:2444639","Fbxo38","ENSMUSG00000042211","protein coding gene","protein-coding|protein_coding"
"MGI:2441771","Fchsd1","ENSMUSG00000038524","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:95513","Fech","ENSMUSG00000024588","protein coding gene","protein-coding|protein_coding"
"MGI:2444737","Fem1c","ENSMUSG00000033319","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:95515","Fgf1","ENSMUSG00000036585","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1925847","Fhod3","ENSMUSG00000034295","protein coding gene","protein-coding|protein_coding"
"MGI:1914884","Ftmt","ENSMUSG00000024510","protein coding gene","protein-coding|protein_coding"
"MGI:108460","Fzd8","ENSMUSG00000036904","protein coding gene","protein-coding|protein_coding"
"MGI:894693","Galnt1","ENSMUSG00000000420","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1096364","Galr1","ENSMUSG00000024553","protein coding gene","protein-coding|protein_coding"
"MGI:2685790","Garem","ENSMUSG00000042680","protein coding gene","protein-coding|protein_coding"
"MGI:107516","Gata6","ENSMUSG00000005836","protein coding gene","protein-coding|protein_coding"
"MGI:1201403","Gfra3","ENSMUSG00000024366","protein coding gene","protein-coding|protein_coding"
"MGI:2444990","Gjd4","ENSMUSG00000036855","protein coding gene","protein-coding|protein_coding"
"MGI:3642044","Gm10125","ENSMUSG00000063087","protein coding gene|protein coding gene","KNOWN_processed_transcript|KNOWN_protein_coding|miscRNA|processed_transcript|protein_coding"
"MGI:3642044","Gm10125","ENSMUSG00000093709","protein coding gene|protein coding gene","KNOWN_processed_transcript|KNOWN_protein_coding|miscRNA|processed_transcript|protein_coding"
"MGI:3642556","Gm10267","ENSMUSG00000069385","protein coding gene","protein-coding|protein_coding"
"MGI:3642637","Gm10268","ENSMUSG00000066475","protein coding gene","retrotransposed"
"MGI:3704482","Gm10349","ENSMUSG00000094111","protein coding gene","protein-coding|retrotransposed"
"MGI:3642604","Gm10542","ENSMUSG00000073572","protein coding gene","protein_coding"
"MGI:3704485","Gm10545","ENSMUSG00000073594","protein coding gene","protein_coding"
"MGI:3833940","Gm16286","ENSMUSG00000024571","protein coding gene","NOVEL_protein_coding|protein_coding"
"MGI:3704483","Gm16490","ENSMUSG00000091842","protein coding gene","protein_coding"
"MGI:4937064","Gm17430","ENSMUSG00000091285","protein coding gene","protein_coding"
"MGI:4937303","Gm17669","ENSMUSG00000091695","protein coding gene","protein-coding|protein_coding"
"MGI:4937366","Gm17732","ENSMUSG00000091744","protein coding gene","protein_coding"
"MGI:5434050","Gm21886","ENSMUSG00000096597","protein coding gene","protein_coding"
"MGI:3643814","Gm4841","ENSMUSG00000068606","protein coding gene","protein-coding|protein_coding"
"MGI:3644953","Gm4951","ENSMUSG00000073555","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3648653","Gm5506","ENSMUSG00000059040","protein coding gene","protein-coding|protein_coding"
"MGI:3646549","Gm7276","ENSMUSG00000073532","protein coding gene","protein_coding"
"MGI:2684940","Gm94","ENSMUSG00000071858","protein coding gene","protein-coding|protein_coding"
"MGI:3641738","Gm9925","ENSMUSG00000053861","protein coding gene","protein_coding"
"MGI:3647947","Gm9949","ENSMUSG00000054589","protein coding gene","protein_coding|unknown"
"MGI:3642397","Gm9955","ENSMUSG00000054745","protein coding gene","protein_coding"
"MGI:95774","Gnal","ENSMUSG00000024524","protein coding gene","protein-coding|protein_coding"
"MGI:1347054","Gnpda1","ENSMUSG00000052102","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2441887","Gpr151","ENSMUSG00000042816","protein coding gene","protein-coding|protein_coding"
"MGI:3584514","Gpr17","ENSMUSG00000052229","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1914815","Gramd3","ENSMUSG00000001700","protein coding gene","protein-coding|protein_coding"
"MGI:3576497","Greb1l","ENSMUSG00000042942","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:95833","Grp","ENSMUSG00000024517","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1334416","Grpel2","ENSMUSG00000024580","protein coding gene","protein-coding|protein_coding"
"MGI:2685697","Grxcr2","ENSMUSG00000073574","protein coding gene","protein-coding|protein_coding"
"MGI:891990","Gykl1","ENSMUSG00000053624","protein coding gene","protein-coding|protein_coding"
"MGI:1098566","Gypc","ENSMUSG00000090523","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:108087","Hars","ENSMUSG00000001380","protein coding gene","protein-coding|protein_coding"
"MGI:1918041","Hars2","ENSMUSG00000019143","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2385076","Haus1","ENSMUSG00000041840","protein coding gene","protein-coding|protein_coding"
"MGI:96070","Hbegf","ENSMUSG00000024486","protein coding gene","protein-coding|protein_coding"
"MGI:1343091","Hdac3","ENSMUSG00000024454","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1914615","Hdhd1a","ENSMUSG00000048875","protein coding gene","protein-coding|protein_coding"
"MGI:1924237","Hdhd2","ENSMUSG00000025421","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2441817","Hmgxb3","ENSMUSG00000024622","protein coding gene","protein-coding|protein_coding"
"MGI:2429635","Hrh4","ENSMUSG00000037346","protein coding gene","protein-coding|protein_coding"
"MGI:1913505","Hsbp1l1","ENSMUSG00000078963","protein coding gene","protein-coding|protein_coding"
"MGI:105089","Hsd17b4","ENSMUSG00000024507","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:96245","Hspa9","ENSMUSG00000024359","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:109246","Htr4","ENSMUSG00000026322","protein coding gene","protein-coding|protein_coding"
"MGI:1913441","Ier3ip1","ENSMUSG00000090000","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1926259","Iigp1","ENSMUSG00000054072","protein coding gene","protein-coding|protein_coding"
"MGI:1345142","Ik","ENSMUSG00000024474","protein coding gene","protein-coding|protein_coding"
"MGI:1928397","Il17b","ENSMUSG00000024578","protein coding gene","protein-coding|protein_coding"
"MGI:2149728","Impa2","ENSMUSG00000024525","protein coding gene","protein-coding|protein_coding"
"MGI:1098233","Impact","ENSMUSG00000024423","protein coding gene","protein-coding|protein_coding"
"MGI:2443014","Ino80c","ENSMUSG00000047989","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1913557","Isoc1","ENSMUSG00000024601","protein coding gene","protein-coding|protein_coding"
"MGI:1920723","Iws1","ENSMUSG00000024384","protein coding gene","protein-coding|protein_coding"
"MGI:1923467","Jakmip2","ENSMUSG00000024502","protein coding gene","protein-coding|protein_coding"
"MGI:1924234","Katnal2","ENSMUSG00000025420","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3694646","Kcng2","ENSMUSG00000059852","protein coding gene","protein-coding|protein_coding"
"MGI:2153182","Kcnn2","ENSMUSG00000054477","protein coding gene","protein-coding|protein_coding"
"MGI:1918269","Kctd1","ENSMUSG00000036225","protein coding gene","protein-coding|protein_coding"
"MGI:1914659","Kctd16","ENSMUSG00000051401","protein coding gene","protein-coding|protein_coding"
"MGI:1923356","Kdm3b","ENSMUSG00000038773","protein coding gene","protein-coding|protein_coding"
"MGI:1201682","Kif20a","ENSMUSG00000003779","protein coding gene","protein-coding|protein_coding"
"MGI:1098268","Kif5b","ENSMUSG00000006740","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1921249","Klhl14","ENSMUSG00000042514","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:99909","Lama3","ENSMUSG00000024421","protein coding gene","protein-coding|protein_coding"
"MGI:1913808","Lars","ENSMUSG00000024493","protein coding gene","protein-coding|protein_coding"
"MGI:1277150","Ldlrad4","ENSMUSG00000024544","protein coding gene","protein-coding|protein_coding"
"MGI:2385067","Lims2","ENSMUSG00000024395","protein coding gene","protein-coding|protein_coding"
"MGI:1341803","Lipg","ENSMUSG00000053846","protein coding gene","protein-coding|protein_coding"
"MGI:1917611","Lman1","ENSMUSG00000041891","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:96795","Lmnb1","ENSMUSG00000024590","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:96817","Lox","ENSMUSG00000024529","protein coding gene","protein-coding|protein_coding"
"MGI:1914609","Loxhd1","ENSMUSG00000032818","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2389174","Lrrtm2","ENSMUSG00000071862","protein coding gene","protein-coding|protein_coding"
"MGI:1914578","Lyzl1","ENSMUSG00000024233","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2445027","Malt1","ENSMUSG00000032688","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1346873","Map3k2","ENSMUSG00000024383","protein coding gene","protein-coding|protein_coding"
"MGI:1346878","Map3k8","ENSMUSG00000024235","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2444559","Mapk4","ENSMUSG00000024558","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:106271","Mapre2","ENSMUSG00000024277","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2443667","March3","ENSMUSG00000032656","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1298379","Matr3","ENSMUSG00000037236","protein coding gene","protein-coding|protein_coding"
"MGI:1333811","Mbd1","ENSMUSG00000024561","protein coding gene","protein-coding|protein_coding"
"MGI:1333813","Mbd2","ENSMUSG00000024513","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:96925","Mbp","ENSMUSG00000041607","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:96928","Mc2r","ENSMUSG00000045569","protein coding gene","protein-coding|protein_coding"
"MGI:99457","Mc4r","ENSMUSG00000047259","protein coding gene","protein-coding|protein_coding"
"MGI:99420","Mc5r","ENSMUSG00000007480","protein coding gene","protein-coding|protein_coding"
"MGI:96930","Mcc","ENSMUSG00000071856","protein coding gene","protein-coding|protein_coding"
"MGI:2147351","Me2","ENSMUSG00000024556","protein coding gene","protein-coding|protein_coding"
"MGI:2685177","Megf10","ENSMUSG00000024593","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:96964","Mep1b","ENSMUSG00000024313","protein coding gene","protein-coding|protein_coding"
"MGI:2652843","Mex3c","ENSMUSG00000037253","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2443157","Mib1","ENSMUSG00000024294","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2687286","Mkx","ENSMUSG00000061013","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1915841","Mocos","ENSMUSG00000039616","protein coding gene","protein-coding|protein_coding"
"MGI:1919326","Mospd4","ENSMUSG00000046487","protein coding gene","protein_coding|pseudo"
"MGI:1922989","Mpp7","ENSMUSG00000057440","protein coding gene","protein-coding|protein_coding"
"MGI:2661311","Mppe1","ENSMUSG00000062526","protein coding gene","protein-coding|protein_coding"
"MGI:2152817","Mro","ENSMUSG00000064036","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1914690","Mtpap","ENSMUSG00000024234","protein coding gene","protein-coding|protein_coding"
"MGI:106598","Myo5b","ENSMUSG00000025885","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:107709","Myo7b","ENSMUSG00000024388","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1889800","Myot","ENSMUSG00000024471","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2179296","Myoz3","ENSMUSG00000049173","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1917066","Mzb1","ENSMUSG00000024353","protein coding gene","protein-coding|protein_coding"
"MGI:104561","Napg","ENSMUSG00000024581","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1917473","Nars","ENSMUSG00000024587","protein coding gene","protein-coding|protein_coding"
"MGI:1929601","Ndfip1","ENSMUSG00000024425","protein coding gene","protein-coding|protein_coding"
"MGI:104719","Ndst1","ENSMUSG00000054008","protein coding gene","protein-coding|protein_coding"
"MGI:1343103","Ndufa2","ENSMUSG00000014294","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1933754","Nedd4l","ENSMUSG00000024589","protein coding gene","protein-coding|protein_coding"
"MGI:2180216","Neto1","ENSMUSG00000050321","protein coding gene","protein-coding|protein_coding"
"MGI:102469","Nfatc1","ENSMUSG00000033016","protein coding gene","protein-coding|protein_coding"
"MGI:1922783","Nme5","ENSMUSG00000035984","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2441684","Nol4","ENSMUSG00000041923","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1097712","Npc1","ENSMUSG00000024413","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1098590","Npy6r","ENSMUSG00000038071","protein coding gene","protein-coding|protein_coding"
"MGI:95824","Nr3c1","ENSMUSG00000024431","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:99444","Nrep","ENSMUSG00000042834","protein coding gene","protein-coding|protein_coding"
"MGI:1098246","Nrg2","ENSMUSG00000060275","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2442915","Oacyl","ENSMUSG00000046610","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1891408","Onecut2","ENSMUSG00000045991","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1927551","Osbpl1a","ENSMUSG00000044252","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1349723","Pabpc2","ENSMUSG00000051732","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1915119","Paip2","ENSMUSG00000037058","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2135606","Pard6g","ENSMUSG00000056214","protein coding gene","protein-coding|protein_coding"
"MGI:104692","Pcdh1","ENSMUSG00000051375","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1855700","Pcdh12","ENSMUSG00000024440","protein coding gene","protein-coding|protein_coding"
"MGI:2150982","Pcdha1","ENSMUSG00000007440","protein coding gene","protein-coding|protein_coding"
"MGI:1298408","Pcdha10","ENSMUSG00000007440","protein coding gene","protein-coding|protein_coding"
"MGI:1298372","Pcdha11","ENSMUSG00000007440","protein coding gene","protein-coding|protein_coding"
"MGI:1298370","Pcdha12","ENSMUSG00000007440","protein coding gene","protein-coding|protein_coding"
"MGI:2681880","Pcdha2","ENSMUSG00000007440","protein coding gene","protein-coding|protein_coding"
"MGI:1298406","Pcdha4","ENSMUSG00000007440","protein coding gene","protein-coding|protein_coding"
"MGI:1298371","Pcdha5","ENSMUSG00000007440","protein coding gene","protein-coding|protein_coding"
"MGI:1891442","Pcdhac1","ENSMUSG00000007440","protein coding gene","protein-coding|protein_coding"
"MGI:1891443","Pcdhac2","ENSMUSG00000007440","protein coding gene","protein-coding|protein_coding"
"MGI:2136730","Pcdhb1","ENSMUSG00000051663","protein coding gene","protein-coding|protein_coding"
"MGI:2136745","Pcdhb10","ENSMUSG00000045657","protein coding gene","protein-coding|protein_coding"
"MGI:2136746","Pcdhb11","ENSMUSG00000051486","protein coding gene","protein-coding|protein_coding"
"MGI:2136747","Pcdhb12","ENSMUSG00000043458","protein coding gene","protein-coding|protein_coding"
"MGI:2136748","Pcdhb13","ENSMUSG00000047307","protein coding gene","protein-coding|protein_coding"
"MGI:2136749","Pcdhb14","ENSMUSG00000044043","protein coding gene","protein-coding|protein_coding"
"MGI:2136750","Pcdhb15","ENSMUSG00000047033","protein coding gene","protein-coding|protein_coding"
"MGI:2136752","Pcdhb16","ENSMUSG00000047910","protein coding gene","protein-coding|protein_coding"
"MGI:2136754","Pcdhb17","ENSMUSG00000046387","protein coding gene","protein-coding|protein_coding"
"MGI:2136756","Pcdhb18","ENSMUSG00000048347","protein coding gene","protein-coding|protein_coding"
"MGI:2136757","Pcdhb19","ENSMUSG00000043313","protein coding gene","protein-coding|protein_coding"
"MGI:2136735","Pcdhb2","ENSMUSG00000051599","protein coding gene","protein-coding|protein_coding"
"MGI:2136758","Pcdhb20","ENSMUSG00000046191","protein coding gene","protein-coding|protein_coding"
"MGI:2136759","Pcdhb21","ENSMUSG00000044022","protein coding gene","protein-coding|protein_coding"
"MGI:2136760","Pcdhb22","ENSMUSG00000073591","protein coding gene","protein-coding|protein_coding"
"MGI:2136737","Pcdhb3","ENSMUSG00000045498","protein coding gene","protein-coding|protein_coding"
"MGI:2136738","Pcdhb4","ENSMUSG00000045689","protein coding gene","protein-coding|protein_coding"
"MGI:2136739","Pcdhb5","ENSMUSG00000063687","protein coding gene","protein-coding|protein_coding"
"MGI:2136740","Pcdhb6","ENSMUSG00000051678","protein coding gene","protein-coding|protein_coding"
"MGI:2136741","Pcdhb7","ENSMUSG00000045062","protein coding gene","protein-coding|protein_coding"
"MGI:2136742","Pcdhb8","ENSMUSG00000045876","protein coding gene","protein-coding|protein_coding"
"MGI:2136744","Pcdhb9","ENSMUSG00000051242","protein coding gene","protein-coding|protein_coding"
